,Wikipedia_features,wikipedia_featurs_No,twitter_features,twitter_featurs_No,kaggle_features,kaggle_featurs_No,youtube_features,youtube_featurs_No
9824,niggas fuck,0.596839054890027,few months,1.0856603179170152,u1ecb,0.2905757036248866,ukucajte na,0.13184888397725195
9825,cunt damn,0.5917628842791497,muslims invaded,1.084316980540427,u1ebf,0.29021852622513145,na youtube,0.13184888397725195
9826,wiki noobs,0.5907487726019043,wanted the,1.0839541443492111,guidelines,0.2901526388465838,youtube cosmopolitan,0.13184888397725195
9827,noobs wiki,0.5906655394154824,freedom to,1.0838443287980892,posts in,0.28750622051997937,cosmopolitan rs,0.13184888397725195
9828,mexicans suck,0.5900559729331574,church and,1.0832535164828665,this book,0.2872516712038573,rs video,0.13184888397725195
9829,suck mexicans,0.5899463925578243,asem_1994 the,1.0826669117076633,x93,0.28541450319635153,video sara,0.13184888397725195
9830,fack you,0.5817917731725398,utterly stupid,1.0824855932821071,xe3 x80,0.2849878714823451,sara jovanovicuivajte,0.13184888397725195
9831,you fack,0.5816078475681736,should we,1.0819362317258865,kansas city,0.2847834188982549,mimos,0.1314989623602195
9832,raid threads,0.5799723165144361,have zero,1.0819117556558695,my federal,0.2843846091673739,para mimos,0.1314989623602195
9833,ruining fun,0.5799723165144361,irritating,1.081537934225832,u1ec9,0.27978451854528064,columbia,0.1310592084826498
9834,fun dick,0.5799723165144361,going around,1.081313536672412,disqus com,0.2750898645611658,songwriter listen,0.1310592084826498
9835,bitchmattythewhite,0.5745410316608115,speak to,1.0812132091721949,waters,0.2750164093757565,sing rihanna,0.1310592084826498
9836,is bitchmattythewhite,0.5745410316608115,against all,1.0811411255551029,u1ee9c,0.27431936153936065,rihanna stay,0.1310592084826498
9837,bitchmattythewhite is,0.5745410316608115,ching,1.081052545328192,social conservatives,0.2709016416629972,channel dollface4111,0.1310592084826498
9838,phil smells,0.5744440109587102,the tao,1.081052545328192,he u2019s,0.2700348943315914,dollface4111 let,0.1310592084826498
9839,smells phil,0.5741355111859688,tao te,1.081052545328192,xea,0.2695076634817273,let support,0.1310592084826498
9840,pagedelete,0.57348793539867,te ching,1.081052545328192,to collective,0.2690807195027817,of columbia,0.1310592084826498
9841,this pagedelete,0.57348793539867,same lie,1.0807940093636792,sirens,0.2688646497591132,columbia records,0.1310592084826498
9842,pagedelete this,0.57348793539867,chef pete,1.0806213641471898,the sirens,0.2688646497591132,records am,0.1310592084826498
9843,lawdy,0.5605430977272156,first crusades,1.0804991856687194,commission,0.2666886683022286,fans thank,0.1310592084826498
9844,oh lawdy,0.5605430977272156,be allowed,1.080232264244508,div style,0.2629304316496721,anning,0.13004968535890604
9845,lawdy oh,0.5603084618013539,blondes to,1.079403000340984,style font,0.2629304316496721,agoi,0.13004968535890604
9846,spamrofl,0.5556456728584892,on social,1.0781414615114857,1977,0.26161978289033083,you anning,0.13004968535890604
9847,concernthanks,0.5546725296981152,ham and,1.0780150506538502,u0301,0.25931451831836416,anning second,0.13004968535890604
9848,your concernthanks,0.5546725296981152,some not,1.0776345099030964,not limited,0.25876503404751977,second agoi,0.13004968535890604
9849,concernthanks for,0.5546725296981152,was caravan,1.0768522563502558,vendors,0.2544494012811841,agoi am,0.13004968535890604
9850,jews hey,0.5535640307600591,reason that,1.0762345138302318,peggy,0.2539414119049093,pasti,0.1288885216778032
9851,deneid,0.5530199469609389,sanctions against,1.0759813873583433,peggy hill,0.2539414119049093,zaborav,0.1288885216778032
9852,access deneid,0.5530199469609389,things and,1.0758522505914148,n10,0.2520926075632149,pgs,0.1288885216778032
9853,deneid access,0.5530199469609389,time of,1.0756025802576743,x99d,0.2518135194890806,kakvi,0.1288885216778032
9854,pigs you,0.5519225248828916,nice but,1.0750819335845816,x80 x99d,0.2518135194890806,gubitnici,0.1288885216778032
9855,centraliststupid,0.5472963288075302,be against,1.0742882834082248,ho xe0,0.25011552592633257,hejteri,0.1288885216778032
9856,spanish centraliststupid,0.5472963288075302,verses and,1.0736006788980479,pleaded,0.2499943164673899,neko ree,0.1288885216778032
9857,centraliststupid spanish,0.5472963288075302,by kurdish,1.073255058100962,pleaded guilty,0.2499943164673899,ree da,0.1288885216778032
9858,spamrofl spamrofl,0.5460153314614462,14 teams,1.0724197980419652,guilty to,0.2499943164673899,da pasti,0.1288885216778032
9859,veggietales,0.5458719129583885,30m,1.072188286143015,limited to,0.2475444101482759,pasti zaborav,0.1288885216778032
9860,veggietales sucks,0.5458719129583885,for leaving,1.0719225734234556,your faith,0.24754237437594734,zaborav posle,0.1288885216778032
9861,sucks veggietales,0.5454658837836328,read up,1.0704194494955184,333333,0.24747561265605256,posle pgs,0.1288885216778032
9862,commodity reality,0.5413270060957821,next few,1.0695059238647626,style text,0.24747561265605256,kakvi gubitnici,0.1288885216778032
9863,like fart,0.5396783637972788,got them,1.0685972592551032,left font,0.24747561265605256,gubitnici su,0.1288885216778032
9864,niggerfaggot,0.5379773695583508,furthermore the,1.0685726972691625,font color,0.24747561265605256,su ti,0.1288885216778032
9865,faggot niggerfaggot,0.5379773695583508,bcz,1.068075807678952,color 333333,0.24747561265605256,ti hejteri,0.1288885216778032
9866,niggerfaggot faggot,0.5379773695583508,muslim abuse,1.067970658253795,333333 face,0.24747561265605256,hejteri ko,0.1288885216778032
9867,loves cock,0.5372665728715543,twitter it,1.0675687068996,face verdana,0.24747561265605256,burkhardt,0.12022262047171148
9868,spics,0.5361925531250087,that did,1.0672568364246722,serif span,0.24747561265605256,vienna,0.12022262047171148
9869,and spics,0.5361925531250087,to raqqa,1.0666384808096367,span font,0.24747561265605256,helpi,0.12022262047171148
9870,nikko smells,0.5346607755678474,sloshedtrain2 srhbutts,1.0657580868284315,font div,0.24747561265605256,david burkhardt,0.12022262047171148
9871,smells nikko,0.5345610066373863,baghdadi is,1.065533727476742,pennsylvania,0.2440869144355413,burkhardt 15,0.12022262047171148
9872,securityfuck,0.5340927793367383,for murder,1.0653590626639493,th u1ebf,0.2437737433112433,singer one,0.12022262047171148
9873,securityfuck homeland,0.5340927793367383,guys that,1.0650884760831634,in federal,0.2420939142018257,known all,0.12022262047171148
9874,homeland securityfuck,0.5338535443972023,classist,1.0642925286077844,http disqus,0.2409450569632577,world live,0.12022262047171148
9875,aids aids,0.5331793825234648,real problem,1.0635282604415484,yhelahaq,0.2398136865146277,in vienna,0.12022262047171148
9876,egg am,0.5285599596294432,legs,1.0632274457731428,co yhelahaq,0.2398136865146277,vienna austria,0.12022262047171148
9877,bloody fool,0.5271081411274819,to filter,1.0631047422116031,damn rite,0.2398136865146277,austria so,0.12022262047171148
9878,marcolfuck,0.5176662992621136,put it,1.06292976808688,rite http,0.2398136865146277,your helpi,0.12022262047171148
9879,chester marcolfuck,0.5176662992621136,muslim persecution,1.0629098018296508,u0323,0.2389313771470879,helpi know,0.12022262047171148
9880,marcolfuck chester,0.5175298245623761,assumptions,1.0621596367925534,u0300,0.2389313771470879,easy but,0.12022262047171148
9881,am homo,0.5173117637355586,self genocidal,1.0610901248177151,rgb,0.2368989290140303,of training,0.12022262047171148
9882,sexual am,0.5171595680781086,relationship to,1.0599920008405237,color rgb,0.2368989290140303,training some,0.12022262047171148
9883,bunksteve,0.5171522508091375,or make,1.0599551877860631,51 51,0.2368989290140303,some luck,0.12022262047171148
9884,bunksteve is,0.5170250828177241,calling me,1.0594506145813345,newt is,0.2364514064845389,songwriter am,0.1174578201540308
9885,gay bunksteve,0.5170250828177241,just jumped,1.0590820426118246,that mitt,0.2364514064845389,fans check,0.1174578201540308
9886,youbollocks,0.5141147412428118,speech and,1.0590816466132895,non believers,0.23507374269085346,her rihanna,0.1174578201540308
9887,of youbollocks,0.5141147412428118,ziorim _median_,1.0573815289260646,om,0.2347719401192188,rihanna diamonds,0.1174578201540308
9888,youbollocks to,0.5139483820368809,radial,1.0558240626485769,xf6r att,0.2347719401192188,diamonds cover,0.1174578201540308
9889,gayi,0.5138078931816638,honor killing,1.0528220970070103,x9cwe,0.23474537072954602,at dollface4111,0.1174578201540308
9890,bollocks all,0.49644178004045203,and stay,1.0524561280911195,x80 x9cwe,0.23474537072954602,dollface4111 am,0.1174578201540308
9891,bollocks bollocks,0.4962146577986066,seeking,1.0516947876028166,ph u1ea7n,0.2317973762903492,estimado,0.11505600946186775
9892,atheist cunt,0.4943318562059562,but more,1.0508908783886075,com guest,0.2307284785419069,nuevamente,0.11505600946186775
9893,tommy2010 is,0.4911332287866166,secular and,1.050736070605804,owebamao,0.2267238662136251,sinfn,0.11505600946186775
9894,nigger tommy2010,0.49098146523858,to discuss,1.0507290308934745,u0309,0.2264288117748556,xitos,0.11505600946186775
9895,shitfuck,0.4796815454850508,3000,1.0500861351480553,u0323c,0.2264288117748556,sugiero,0.11505600946186775
9896,of shitfuck,0.4796815454850508,home and,1.0498864706895947,2o12,0.22527702326660626,visites,0.11505600946186775
9897,shitfuck you,0.4796815454850508,tummala82 clashoftherats,1.0493243711070843,2o12 http,0.22527702326660626,direccin,0.11505600946186775
9898,ancestryfuck,0.4794079220651502,restaurants when,1.0479609651515809,x9cthe,0.21712424052541174,tipea,0.11505600946186775
9899,jewish ancestryfuck,0.4794079220651502,gg has,1.0477952580567569,x80 x9cthe,0.21712424052541174,romntica,0.11505600946186775
9900,ancestryfuck off,0.4794079220651502,he tried,1.0475744356595698,u1eddi,0.2151939457160736,tiempos,0.11505600946186775
9901,down nigger,0.4786481266544544,have nice,1.0475267984779018,u1ea5n,0.2151939457160736,gustar,0.11505600946186775
9902,die jim,0.4682978729164679,nice day,1.0475267984779018,u01b0 u1eddi,0.2151939457160736,buensima,0.11505600946186775
9903,saget,0.4670320690189299,can beat,1.047389593887333,mitt raised,0.21180062835942126,estimado amigo,0.11505600946186775
9904,oh bob,0.4670320690189299,curdistani sources,1.0465020030674608,u0301i,0.2116414155393153,amigo si,0.11505600946186775
9905,bob saget,0.4670320690189299,done more,1.0461684576592352,co u0301,0.2116414155393153,quieres escuchar,0.11505600946186775
9906,saget oh,0.4670320690189299,because mohammed,1.045844164161133,degeneres,0.21100357462700733,escuchar nuevamente,0.11505600946186775
9907,hahahahahahahahahahahahahahahahahahahahahahahahahahaha,0.464761540613305,someone from,1.0454557912280846,x99reilly,0.21100357462700733,nuevamente esta,0.11505600946186775
9908,hahahahahahahahahahahahahahahahahahahahahahahahahahaha im,0.464761540613305,isn just,1.0454032480017137,x80 x99reilly,0.21100357462700733,cancin un,0.11505600946186775
9909,on hahahahahahahahahahahahahahahahahahahahahahahahahahaha,0.4642319551457557,edt,1.043838382232757,qkujt,0.21090271079306894,un sinfn,0.11505600946186775
9910,deletedthis,0.4610513759039059,bijikurdistan,1.043838382232757,q8ubh,0.21090271079306894,sinfn de,0.11505600946186775
9911,be deletedthis,0.4610513759039059,chuckpfarrer kobane,1.043838382232757,yxvuisfr,0.21090271079306894,de xitos,0.11505600946186775
9912,deletedthis page,0.4610513759039059,bijikurdistan kobanebattlemap,1.043838382232757,v2lfbeyg,0.21090271079306894,xitos del,0.11505600946186775
9913,spam rofl,0.4553111271668168,face of,1.042447220303759,srguvysy,0.21090271079306894,del amor,0.11505600946186775
9914,is friggen,0.4538929822771888,raped and,1.0421512164529847,q8dfn,0.21090271079306894,amor te,0.11505600946186775
9915,friggen gayfag,0.4534820131606252,in uk,1.041168102804325,lugar,0.21090271079306894,te sugiero,0.11505600946186775
9916,boy mamas,0.4438713828055581,europe and,1.0409960426961569,qzlij,0.21090271079306894,sugiero que,0.11505600946186775
9917,boymamas,0.4421305301655525,in silicon,1.039913071768686,the http,0.21090271079306894,que visites,0.11505600946186775
9918,mamas boymamas,0.4421305301655525,as third,1.0366977719129506,es qkujt,0.21090271079306894,visites radio,0.11505600946186775
9919,boymamas boy,0.4421305301655525,hadith that,1.0350624575564125,es q8ubh,0.21090271079306894,radio musica,0.11505600946186775
9920,aidsaids,0.4415399270296278,to force,1.0345935532803292,loser http,0.21090271079306894,musica para,0.11505600946186775
9921,aids aidsaids,0.4415399270296278,murder bigotry,1.033899163850608,co yxvuisfr,0.21090271079306894,mimos busca,0.11505600946186775
9922,aidsaids aids,0.44131483860559856,saw this,1.0335236894498694,co v2lfbeyg,0.21090271079306894,busca su,0.11505600946186775
9923,china smells,0.4409545607558704,murderers of,1.0325432016604206,co srguvysy,0.21090271079306894,su direccin,0.11505600946186775
9924,fart china,0.4409545607558704,so are,1.0310591728010623,srguvysy damn,0.21090271079306894,direccin url,0.11505600946186775
9925,rozlind,0.4338993688317137,rico_hands nainfidels,1.0307340731977144,es q8dfn,0.21090271079306894,url por,0.11505600946186775
9926,likes rozlind,0.4338993688317137,nainfidels semzyxx,1.0307340731977144,lugar is,0.21090271079306894,por google,0.11505600946186775
9927,mandoiarmando,0.4334449551908007,to extend,1.030216282392817,definitely out,0.21090271079306894,google tipea,0.11505600946186775
9928,rozlind mandoiarmando,0.4334449551908007,your friend,1.029769583858961,out http,0.21090271079306894,tipea msica,0.11505600946186775
9929,mandoiarmando likes,0.4334449551908007,vicky amp,1.0297358096409308,es qzlij,0.21090271079306894,msica para,0.11505600946186775
9930,muahahahahahahahahahahahahahahahahahaha,0.432472253199066,total idiot,1.0291059630717092,qzlij you,0.21090271079306894,mimos en,0.11505600946186775
9931,muahahahahahahahahahahahahahahahahahaha you,0.432472253199066,fallacy,1.0290437347255714,re next,0.21090271079306894,en google,0.11505600946186775
9932,vandalism muahahahahahahahahahahahahahahahahahaha,0.4319714948184666,steal their,1.0288890302813416,avb,0.2017307669962736,google la,0.11505600946186775
9933,arabs love,0.4308739299177502,for living,1.028537456975945,thanos,0.19936645708279307,mejor msica,0.11505600946186775
9934,fuck camels,0.4308739299177502,sharia and,1.0284060547445182,house edge,0.1979958599741025,msica romntica,0.11505600946186775
9935,camels arabs,0.4308739299177502,subject of,1.0275578302429342,sentenced,0.19402667004988827,romntica de,0.11505600946186775
9936,yourself drink,0.4252456066944697,hide behind,1.0237546896695648,sentenced to,0.1920109514039872,los tiempos,0.11505600946186775
9937,bleachanhero,0.424779642624333,score you,1.023715353299515,consumate,0.18733502537674465,tiempos en,0.11505600946186775
9938,drink bleachanhero,0.424779642624333,rape murder,1.0233383123303732,impersonates,0.18483663395377772,en internet,0.11505600946186775
9939,bleachanhero kill,0.424779642624333,how we,1.020649257769553,nhe impersonates,0.18483663395377772,internet te,0.11505600946186775
9940,dick robert,0.42201763215359306,murdered 80,1.0201553980527271,disqus profile,0.18483663395377772,va gustar,0.11505600946186775
9941,oxymoron oxymoron,0.4161684834035692,mohammed told,1.0197479749503648,through disqus,0.1727654998799224,gustar est,0.11505600946186775
9942,of latinus,0.412700680760021,gone they,1.018995934715249,n9,0.16816052100968465,est buensima,0.11505600946186775
9943,latinus abusing,0.412700680760021,cover up,1.018949700800072,n8,0.16510247056758165,buensima estimado,0.11454583567859578
9944,power proof,0.4118001905247477,beheads people,1.0189084449133825,republican sex,0.1615129519647725,drug lords,0.10834999265466176
9945,am gayi,0.4097379308243839,so isis,1.0187085180746545,sex scandals,0.1615129519647725,hard working,0.10459452719865016
